Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
32,84,36,Black,Sugarcane,11,18,32,20-20
27,32,67,Black,Cotton,49,5,5,DAP
35,37,58,Red,Wheat,44,11,2,DAP
32,69,77,Sandy,Wheat,42,14,34,28-28
22,88,41,Sandy,Rice,31,46,32,20-20
35,61,54,Loamy,Wheat,28,2,6,DAP
28,58,49,Loamy,Cotton,44,3,40,MOP
33,36,72,Sandy,Maize,20,36,34,20-20
32,31,70,Red,Cotton,2,37,46,Urea
26,50,59,Loamy,Cotton,37,5,2,DAP
34,35,56,Sandy,Rice,26,48,42,20-20
26,57,45,Sandy,Rice,2,27,17,Urea
25,77,77,Sandy,Ground Nuts,0,7,2,Urea
21,71,25,Black,Ground Nuts,45,30,38,28-28
28,65,53,Red,Wheat,19,20,26,20-20
36,61,75,Sandy,Ground Nuts,6,44,8,Urea
24,74,51,Sandy,Rice,40,28,16,20-20
31,71,44,Sandy,Wheat,0,14,40,Urea
20,82,70,Loamy,Maize,9,48,41,Urea
29,75,32,Sandy,Sugarcane,44,23,44,28-28
30,38,57,Black,Rice,11,20,4,DAP
35,40,57,Black,Rice,3,48,45,Urea
33,52,21,Red,Maize,6,22,3,Urea
27,79,77,Sandy,Rice,9,30,13,Urea
36,40,75,Sandy,Ground Nuts,21,33,28,20-20
37,78,24,Sandy,Ground Nuts,24,27,10,20-20
31,31,30,Black,Ground Nuts,28,31,21,20-20
36,32,30,Loamy,Maize,38,21,41,28-28
33,40,43,Loamy,Wheat,14,2,4,DAP
35,79,33,Sandy,Rice,18,8,11,MOP
33,88,64,Loamy,Rice,38,5,20,MOP
28,64,49,Red,Ground Nuts,45,0,14,MOP
23,87,59,Black,Wheat,45,21,23,28-28
30,44,66,Sandy,Rice,17,3,12,MOP
25,72,63,Loamy,Cotton,41,44,31,28-28
34,40,54,Sandy,Maize,2,7,25,Urea
24,60,40,Sandy,Sugarcane,5,36,39,Urea
30,57,74,Black,Cotton,21,41,25,20-20
37,57,24,Black,Sugarcane,40,18,35,28-28
32,61,57,Loamy,Cotton,45,43,44,28-28
30,54,21,Black,Cotton,30,0,29,MOP
33,49,59,Red,Cotton,20,40,46,20-20
37,57,56,Sandy,Maize,7,23,8,Urea
38,54,73,Black,Sugarcane,0,47,23,Urea
34,40,68,Loamy,Wheat,2,16,37,Urea
28,48,77,Loamy,Wheat,28,31,17,20-20
27,57,53,Loamy,Ground Nuts,5,49,8,Urea
39,30,30,Red,Rice,32,13,21,20-20
20,88,55,Black,Maize,17,16,37,20-20
23,34,30,Black,Ground Nuts,41,31,20,20-20
33,39,28,Red,Ground Nuts,48,32,6,DAP
21,71,25,Black,Maize,0,29,11,Urea
35,75,75,Black,Maize,21,46,35,20-20
22,63,53,Black,Cotton,30,33,10,20-20
27,65,77,Red,Maize,22,27,2,DAP
25,31,66,Red,Wheat,7,23,26,Urea
35,47,56,Loamy,Maize,28,13,6,DAP
35,42,51,Red,Cotton,43,33,1,DAP
26,80,79,Red,Sugarcane,45,46,9,DAP
32,34,31,Loamy,Ground Nuts,18,0,2,DAP
32,49,64,Red,Maize,48,21,16,20-20
24,31,51,Black,Ground Nuts,15,32,42,20-20
39,40,36,Sandy,Sugarcane,18,43,0,DAP
37,59,23,Loamy,Rice,36,46,33,28-28
34,61,61,Sandy,Cotton,21,17,12,20-20
37,61,52,Sandy,Ground Nuts,18,46,13,20-20
21,87,62,Loamy,Maize,3,38,16,Urea
29,79,67,Sandy,Rice,4,11,33,Urea
32,67,62,Sandy,Rice,4,9,16,Urea
37,84,28,Loamy,Sugarcane,24,1,40,MOP
34,57,53,Loamy,Ground Nuts,23,1,24,MOP
31,39,58,Black,Ground Nuts,0,5,43,Urea
34,51,70,Loamy,Wheat,49,19,29,28-28
32,84,49,Red,Wheat,27,37,47,20-20
37,46,69,Sandy,Wheat,46,27,35,28-28
34,51,39,Loamy,Ground Nuts,20,41,10,20-20
30,72,58,Black,Ground Nuts,18,2,20,MOP
38,48,42,Loamy,Wheat,22,47,19,20-20
22,46,60,Sandy,Cotton,13,36,28,20-20
26,53,63,Loamy,Maize,5,36,3,Urea
33,65,54,Sandy,Maize,31,41,33,20-20
33,61,42,Loamy,Cotton,49,24,41,28-28
32,87,73,Black,Sugarcane,31,22,40,20-20
31,85,77,Red,Maize,7,12,16,Urea
28,87,67,Black,Ground Nuts,36,23,11,20-20
20,75,58,Loamy,Rice,21,2,3,DAP
38,88,42,Sandy,Ground Nuts,7,49,40,Urea
30,81,77,Black,Maize,37,37,13,20-20
38,65,56,Red,Cotton,9,27,3,Urea
37,57,76,Red,Sugarcane,2,25,33,Urea
31,43,42,Sandy,Maize,12,19,17,20-20
20,87,58,Loamy,Cotton,38,26,12,20-20
38,65,47,Black,Rice,29,0,9,DAP
39,35,38,Black,Wheat,3,9,13,Urea
36,38,68,Sandy,Rice,44,9,8,DAP
24,50,67,Black,Rice,5,0,42,Urea
22,41,49,Sandy,Sugarcane,15,31,19,20-20
21,87,40,Sandy,Maize,21,31,0,DAP
22,59,43,Loamy,Wheat,26,42,43,20-20
27,60,40,Sandy,Cotton,20,26,28,20-20
35,69,45,Black,Wheat,28,12,16,20-20
25,85,70,Sandy,Maize,0,16,48,Urea
32,33,76,Black,Sugarcane,29,27,7,DAP
35,60,69,Sandy,Maize,23,24,16,20-20
35,56,70,Loamy,Cotton,12,49,20,20-20
22,87,79,Loamy,Wheat,29,35,24,20-20
32,86,55,Sandy,Rice,25,46,19,20-20
33,54,45,Sandy,Maize,33,1,24,MOP
27,34,52,Sandy,Ground Nuts,19,31,20,20-20
31,35,78,Loamy,Sugarcane,5,31,12,Urea
27,34,55,Red,Sugarcane,42,5,12,MOP
28,80,23,Sandy,Wheat,48,30,46,28-28
20,56,28,Red,Rice,8,8,49,Urea
25,37,27,Sandy,Cotton,36,42,29,28-28
38,38,21,Black,Rice,36,15,12,20-20
30,44,48,Loamy,Wheat,15,24,39,20-20
30,65,42,Red,Rice,3,39,6,Urea
32,86,25,Red,Wheat,31,27,41,20-20
30,70,74,Loamy,Rice,19,16,11,20-20
37,36,62,Red,Maize,28,30,1,DAP
34,61,55,Sandy,Sugarcane,30,22,13,20-20
20,37,65,Red,Wheat,44,30,41,28-28
26,76,40,Sandy,Wheat,16,25,16,20-20
32,80,41,Red,Sugarcane,40,3,12,MOP
31,44,28,Black,Ground Nuts,24,38,0,DAP
37,66,53,Red,Ground Nuts,44,42,46,28-28
38,48,78,Red,Cotton,15,42,0,DAP
34,68,76,Sandy,Wheat,19,42,46,20-20
27,35,45,Loamy,Maize,41,14,25,28-28
38,88,20,Black,Rice,9,36,46,Urea
29,48,55,Loamy,Maize,47,37,45,28-28
26,86,63,Sandy,Wheat,22,22,12,20-20
37,57,24,Black,Cotton,32,4,33,MOP
35,46,60,Red,Wheat,42,40,39,28-28
39,71,41,Loamy,Cotton,12,42,8,DAP
25,48,23,Loamy,Sugarcane,24,24,18,20-20
28,60,67,Loamy,Rice,49,29,22,28-28
32,40,21,Red,Maize,36,25,40,28-28
27,44,35,Sandy,Cotton,35,2,27,MOP
35,39,35,Red,Maize,23,3,29,MOP
32,72,72,Red,Sugarcane,5,46,6,Urea
32,52,75,Sandy,Wheat,14,17,13,20-20
36,32,75,Sandy,Cotton,33,36,1,DAP
39,32,41,Red,Rice,3,10,11,Urea
24,47,62,Sandy,Cotton,13,10,42,20-20
36,54,20,Loamy,Ground Nuts,3,35,48,Urea
28,72,34,Black,Wheat,27,15,1,DAP
21,49,43,Sandy,Wheat,28,42,27,20-20
37,87,23,Black,Rice,17,24,27,20-20
28,58,37,Loamy,Rice,19,0,11,MOP
25,51,36,Sandy,Sugarcane,47,25,29,28-28
30,79,26,Red,Maize,40,44,46,28-28
25,86,69,Red,Cotton,31,29,39,20-20
25,44,64,Loamy,Sugarcane,7,5,39,Urea
32,68,71,Sandy,Maize,42,26,21,28-28
30,39,71,Red,Sugarcane,45,18,17,20-20
33,50,29,Sandy,Ground Nuts,48,37,13,20-20
21,84,20,Black,Rice,12,44,24,20-20
27,81,21,Red,Rice,39,42,9,DAP
22,58,68,Loamy,Wheat,45,18,35,28-28
22,61,41,Red,Cotton,42,38,47,28-28
20,39,51,Loamy,Cotton,8,43,47,Urea
38,42,48,Loamy,Cotton,39,31,48,28-28
37,76,54,Black,Sugarcane,45,47,8,DAP
36,52,36,Black,Sugarcane,46,0,10,MOP
39,79,31,Loamy,Cotton,32,24,26,20-20
32,52,43,Red,Wheat,11,46,12,20-20
22,60,49,Loamy,Maize,36,12,0,DAP
20,33,63,Sandy,Ground Nuts,24,9,38,MOP
23,81,49,Sandy,Sugarcane,45,17,10,20-20
32,78,39,Red,Cotton,24,35,2,DAP
36,89,61,Red,Rice,15,21,1,DAP
30,32,26,Black,Sugarcane,15,5,45,MOP
21,50,61,Sandy,Maize,38,26,41,28-28
35,82,69,Loamy,Sugarcane,34,7,23,MOP
21,31,73,Loamy,Maize,22,23,19,20-20
38,33,57,Sandy,Maize,7,19,48,Urea
38,30,26,Sandy,Sugarcane,45,21,39,28-28
35,44,79,Black,Maize,2,8,14,Urea
38,86,68,Sandy,Sugarcane,23,39,5,DAP
28,62,49,Black,Sugarcane,42,49,19,20-20
20,35,31,Red,Wheat,21,38,21,20-20
29,36,68,Red,Rice,13,18,1,DAP
38,48,50,Sandy,Ground Nuts,21,49,14,20-20
20,73,37,Sandy,Maize,33,0,47,MOP
21,30,65,Sandy,Sugarcane,35,10,33,20-20
35,68,62,Sandy,Maize,30,40,45,20-20
31,48,21,Loamy,Sugarcane,20,41,30,20-20
27,74,72,Loamy,Ground Nuts,4,9,29,Urea
37,55,52,Red,Sugarcane,18,0,27,MOP
21,73,30,Loamy,Sugarcane,41,26,32,28-28
32,41,53,Sandy,Rice,20,16,40,20-20
25,51,35,Black,Maize,1,43,48,Urea
25,42,73,Red,Rice,2,43,20,Urea
28,57,54,Sandy,Rice,46,16,45,28-28
35,43,71,Loamy,Rice,29,38,22,20-20
30,51,52,Black,Rice,33,42,41,20-20
26,59,40,Black,Wheat,24,1,12,MOP
29,73,39,Loamy,Maize,34,47,44,20-20
29,49,27,Sandy,Maize,28,22,25,20-20
39,73,70,Black,Sugarcane,11,40,18,20-20
37,56,45,Black,Maize,22,9,26,MOP
39,67,52,Loamy,Ground Nuts,27,41,39,20-20
28,88,45,Black,Rice,45,29,6,DAP
34,71,56,Black,Cotton,16,34,24,20-20
23,81,49,Black,Maize,15,24,48,20-20
27,85,50,Red,Cotton,48,16,39,28-28
28,70,52,Sandy,Ground Nuts,8,45,35,Urea
32,63,30,Sandy,Wheat,2,18,6,Urea
28,68,72,Loamy,Sugarcane,21,17,19,20-20
23,70,60,Sandy,Sugarcane,30,17,23,20-20
36,86,24,Black,Sugarcane,13,45,27,20-20
35,73,21,Sandy,Wheat,2,34,48,Urea
34,66,32,Red,Rice,37,9,4,DAP
22,30,37,Black,Cotton,22,22,35,20-20
39,83,45,Black,Maize,20,44,30,20-20
24,44,44,Red,Rice,23,21,32,20-20
24,61,63,Red,Sugarcane,31,43,23,20-20
39,37,33,Sandy,Sugarcane,44,8,9,DAP
34,62,24,Sandy,Rice,4,31,37,Urea
37,47,78,Sandy,Cotton,32,25,43,20-20
34,74,75,Red,Rice,43,28,48,28-28
21,58,61,Sandy,Wheat,46,41,4,DAP
32,61,71,Loamy,Sugarcane,18,18,30,20-20
23,62,21,Sandy,Cotton,33,47,8,DAP
29,34,23,Red,Maize,2,28,31,Urea
32,47,31,Red,Sugarcane,38,34,40,28-28
29,77,30,Loamy,Rice,27,11,4,DAP
28,87,23,Black,Cotton,10,7,26,MOP
27,39,62,Loamy,Sugarcane,9,24,27,Urea
22,65,28,Red,Maize,39,26,42,28-28
35,62,29,Black,Maize,1,46,11,Urea
33,52,46,Loamy,Ground Nuts,45,42,4,DAP
28,69,25,Loamy,Rice,44,44,7,DAP
30,34,34,Black,Wheat,38,5,16,MOP
22,63,61,Loamy,Rice,26,12,7,DAP
24,53,50,Black,Cotton,8,10,33,Urea
29,46,41,Sandy,Rice,38,37,22,28-28
32,60,72,Black,Cotton,0,5,17,Urea
23,36,25,Loamy,Ground Nuts,32,4,9,DAP
32,46,52,Sandy,Ground Nuts,37,6,38,MOP
31,57,48,Red,Ground Nuts,32,18,40,20-20
24,67,40,Red,Wheat,47,42,43,28-28
29,51,79,Red,Ground Nuts,2,5,43,Urea
28,44,73,Loamy,Rice,31,24,4,DAP
39,66,75,Sandy,Maize,12,8,42,MOP
26,44,71,Black,Cotton,20,19,16,20-20
21,79,49,Red,Cotton,3,24,46,Urea
26,79,40,Red,Maize,16,49,10,20-20
27,54,55,Sandy,Rice,41,7,46,MOP
26,82,74,Sandy,Wheat,3,49,47,Urea
33,50,77,Sandy,Sugarcane,19,36,18,20-20
38,84,41,Loamy,Rice,11,37,20,20-20
24,67,65,Sandy,Ground Nuts,25,1,43,MOP
37,31,39,Black,Rice,44,21,2,DAP
39,56,41,Black,Cotton,35,35,39,20-20
31,78,71,Red,Cotton,15,3,42,MOP
36,61,79,Black,Wheat,6,47,0,Urea
32,50,59,Sandy,Ground Nuts,32,0,23,MOP
21,33,30,Black,Wheat,47,47,35,28-28
32,73,66,Red,Wheat,1,32,5,Urea
26,48,50,Loamy,Maize,32,23,9,DAP
29,31,70,Black,Sugarcane,13,48,46,20-20
25,55,59,Red,Sugarcane,19,4,39,MOP
22,63,32,Red,Ground Nuts,36,47,45,28-28
22,43,37,Sandy,Wheat,26,34,33,20-20
37,44,41,Red,Cotton,46,41,23,28-28
30,49,75,Black,Sugarcane,41,49,22,28-28
39,63,36,Red,Rice,20,49,19,20-20
24,65,57,Red,Maize,1,25,37,Urea
38,48,44,Sandy,Cotton,42,48,34,28-28
38,38,51,Sandy,Maize,15,42,33,20-20
34,36,34,Black,Rice,18,40,45,20-20
35,59,32,Red,Sugarcane,3,42,49,Urea
28,42,77,Loamy,Maize,9,25,46,Urea
23,56,45,Red,Ground Nuts,21,40,35,20-20
34,73,69,Loamy,Maize,11,48,15,20-20
31,64,30,Black,Maize,1,4,22,Urea
22,42,32,Sandy,Rice,1,43,43,Urea
33,44,52,Black,Cotton,40,17,48,28-28
36,75,69,Sandy,Cotton,43,24,0,DAP
38,85,56,Sandy,Rice,33,47,8,DAP
25,38,57,Red,Maize,17,40,11,20-20
23,74,20,Red,Maize,15,39,36,20-20
26,52,58,Sandy,Wheat,18,37,16,20-20
38,83,46,Loamy,Ground Nuts,46,48,2,DAP
36,65,55,Loamy,Sugarcane,24,45,37,20-20
35,82,51,Red,Sugarcane,29,20,28,20-20
34,69,60,Black,Cotton,47,23,30,28-28
27,32,34,Loamy,Rice,5,27,34,Urea
38,63,50,Sandy,Maize,26,45,37,20-20
27,48,25,Red,Ground Nuts,14,3,25,MOP
37,57,44,Red,Sugarcane,30,7,12,MOP
35,52,68,Sandy,Rice,43,48,18,20-20
39,69,71,Black,Rice,21,32,31,20-20
38,78,37,Sandy,Maize,11,2,46,MOP
29,74,41,Black,Ground Nuts,9,48,26,Urea
36,36,50,Red,Rice,20,19,38,20-20
32,70,55,Black,Sugarcane,46,34,12,20-20
32,41,28,Sandy,Wheat,30,38,33,20-20
26,43,65,Red,Sugarcane,35,42,18,20-20
29,75,22,Loamy,Ground Nuts,9,46,18,Urea
21,44,52,Red,Wheat,18,6,2,DAP
23,32,46,Sandy,Rice,22,26,2,DAP
25,44,62,Sandy,Sugarcane,45,4,25,MOP
37,80,20,Red,Maize,9,48,5,Urea
25,53,63,Red,Ground Nuts,48,36,12,20-20
36,81,76,Red,Rice,26,0,45,MOP
33,75,28,Black,Maize,42,21,37,28-28
30,37,24,Loamy,Wheat,49,6,26,MOP
38,34,34,Black,Cotton,1,48,40,Urea
21,80,69,Sandy,Cotton,10,7,23,MOP
22,33,28,Red,Wheat,7,43,9,Urea
30,43,64,Black,Cotton,18,29,15,20-20
25,45,47,Black,Ground Nuts,15,27,22,20-20
33,49,32,Sandy,Rice,3,25,46,Urea
38,53,43,Black,Rice,13,33,11,20-20
35,35,64,Sandy,Ground Nuts,21,48,27,20-20
26,84,78,Black,Sugarcane,16,31,12,20-20
27,86,29,Loamy,Rice,42,21,17,20-20
38,60,61,Sandy,Cotton,25,19,1,DAP
39,35,41,Loamy,Ground Nuts,34,13,45,20-20
35,64,58,Black,Maize,35,22,16,20-20
26,44,79,Loamy,Sugarcane,44,2,22,MOP
28,58,41,Loamy,Maize,48,18,22,28-28
32,32,56,Loamy,Cotton,29,13,0,DAP
20,40,71,Black,Maize,20,39,42,20-20
27,32,58,Sandy,Cotton,19,38,13,20-20
23,57,39,Black,Rice,41,36,11,20-20
22,39,29,Black,Sugarcane,25,34,13,20-20
22,79,29,Black,Wheat,11,0,48,MOP
32,62,45,Sandy,Cotton,7,18,43,Urea
27,77,44,Red,Ground Nuts,34,14,37,20-20
26,45,72,Black,Ground Nuts,28,24,40,20-20
20,88,75,Black,Rice,41,0,43,MOP
35,39,47,Sandy,Ground Nuts,6,30,48,Urea
25,62,32,Red,Maize,9,36,15,Urea
26,65,34,Red,Rice,38,42,33,28-28
31,32,79,Red,Ground Nuts,49,45,17,20-20
28,34,79,Red,Maize,19,21,47,20-20
30,41,25,Sandy,Maize,27,49,9,DAP
29,86,71,Sandy,Maize,13,19,18,20-20
20,73,31,Red,Ground Nuts,11,40,29,20-20
37,42,38,Loamy,Maize,7,46,3,Urea
23,53,51,Sandy,Sugarcane,6,42,6,Urea
24,73,30,Loamy,Ground Nuts,4,4,15,Urea
28,86,57,Loamy,Maize,0,14,36,Urea
36,61,52,Red,Sugarcane,46,1,4,DAP
22,45,21,Red,Wheat,8,11,38,Urea
35,61,74,Black,Sugarcane,43,6,48,MOP
24,74,34,Loamy,Ground Nuts,17,1,32,MOP
35,66,55,Black,Ground Nuts,42,7,34,MOP
22,85,24,Red,Maize,41,8,47,MOP
39,65,34,Loamy,Ground Nuts,9,26,33,Urea
34,50,62,Sandy,Wheat,49,27,32,28-28
22,76,29,Black,Rice,0,36,38,Urea
39,41,36,Red,Sugarcane,19,14,9,DAP
33,80,53,Loamy,Rice,42,18,2,DAP
35,50,71,Red,Wheat,28,29,49,20-20
36,89,43,Black,Sugarcane,1,12,28,Urea
39,80,29,Red,Maize,25,44,34,20-20
37,50,71,Red,Sugarcane,10,5,30,MOP
37,72,49,Sandy,Maize,24,29,38,20-20
33,82,22,Red,Cotton,33,0,14,MOP
37,35,70,Loamy,Sugarcane,40,41,0,DAP
34,38,79,Loamy,Sugarcane,0,37,18,Urea
34,30,56,Sandy,Rice,30,24,36,20-20
25,41,22,Loamy,Rice,37,34,26,28-28
34,87,59,Red,Wheat,21,25,20,20-20
37,43,24,Red,Maize,1,12,6,Urea
23,35,47,Loamy,Ground Nuts,46,18,42,28-28
27,30,63,Black,Rice,0,9,32,Urea
34,51,33,Red,Wheat,23,44,1,DAP
22,63,58,Loamy,Maize,49,6,13,MOP
34,85,30,Red,Maize,35,14,41,20-20
32,40,27,Red,Maize,44,22,2,DAP
28,32,56,Sandy,Cotton,35,35,13,20-20
21,71,27,Loamy,Maize,46,42,4,DAP
27,35,31,Red,Wheat,33,30,16,20-20
39,35,34,Black,Maize,8,7,38,Urea
36,49,38,Loamy,Ground Nuts,11,29,0,DAP
32,50,67,Black,Ground Nuts,45,33,42,28-28
20,31,65,Loamy,Maize,19,32,27,20-20
21,55,47,Black,Wheat,3,0,37,Urea
34,60,26,Black,Sugarcane,14,15,47,20-20
31,55,59,Loamy,Maize,3,49,13,Urea
33,85,26,Sandy,Wheat,4,10,16,Urea
21,61,49,Sandy,Rice,9,26,14,Urea
37,39,37,Loamy,Wheat,43,21,45,28-28
26,52,43,Red,Cotton,43,39,6,DAP
25,87,25,Loamy,Rice,39,18,41,28-28
33,35,77,Loamy,Ground Nuts,35,43,6,DAP
27,52,70,Red,Ground Nuts,34,5,46,MOP
21,57,23,Loamy,Sugarcane,0,47,23,Urea
36,78,74,Loamy,Sugarcane,17,39,25,20-20
24,59,22,Red,Wheat,30,38,13,20-20
33,43,68,Red,Wheat,45,19,46,28-28
39,66,73,Sandy,Maize,48,2,18,MOP
22,84,70,Black,Maize,5,0,25,Urea
24,61,78,Black,Ground Nuts,5,22,15,Urea
35,78,66,Sandy,Cotton,41,37,33,28-28
37,63,77,Sandy,Maize,18,2,1,DAP
36,70,25,Black,Ground Nuts,31,33,0,DAP
30,73,45,Sandy,Wheat,41,16,47,28-28
36,80,63,Loamy,Wheat,29,47,35,20-20
35,51,70,Sandy,Maize,25,26,34,20-20
21,60,57,Sandy,Cotton,2,38,42,Urea
23,36,30,Sandy,Ground Nuts,32,22,23,20-20
26,70,71,Sandy,Wheat,49,37,48,28-28
21,50,48,Black,Ground Nuts,30,10,4,DAP
25,45,39,Red,Cotton,46,14,28,28-28
36,49,29,Black,Wheat,19,25,40,20-20
26,72,45,Black,Ground Nuts,3,10,0,Urea
24,73,67,Red,Cotton,31,6,8,DAP
24,76,46,Black,Cotton,17,46,35,20-20
39,79,69,Loamy,Cotton,9,47,15,Urea
35,48,33,Red,Maize,21,7,14,MOP
38,77,55,Loamy,Sugarcane,16,4,9,DAP
28,61,78,Black,Ground Nuts,41,16,36,28-28
24,44,31,Black,Cotton,3,22,15,Urea
27,34,71,Red,Ground Nuts,36,1,37,MOP
28,40,78,Black,Cotton,6,26,47,Urea
24,44,42,Sandy,Ground Nuts,7,20,35,Urea
29,58,40,Loamy,Wheat,0,6,14,Urea
21,79,27,Loamy,Ground Nuts,7,37,2,Urea
28,74,58,Sandy,Sugarcane,18,25,18,20-20
30,33,77,Red,Wheat,16,29,40,20-20
23,78,28,Red,Wheat,40,11,36,28-28
21,65,43,Sandy,Cotton,47,47,47,28-28
25,77,50,Sandy,Rice,8,10,2,Urea
33,52,44,Loamy,Sugarcane,15,16,7,DAP
20,44,36,Sandy,Wheat,44,9,23,MOP
37,75,61,Sandy,Rice,36,47,13,20-20
26,73,48,Sandy,Rice,26,15,34,20-20
20,32,79,Black,Wheat,1,14,15,Urea
20,61,22,Sandy,Cotton,35,14,6,DAP
20,39,40,Black,Maize,11,19,40,20-20
23,69,76,Loamy,Wheat,49,3,34,MOP
23,67,27,Loamy,Cotton,34,31,7,DAP
37,51,33,Red,Sugarcane,30,21,11,20-20
30,43,77,Loamy,Cotton,18,34,48,20-20
20,46,58,Red,Rice,25,13,45,20-20
29,50,35,Black,Sugarcane,35,29,15,20-20
28,80,37,Sandy,Sugarcane,3,30,3,Urea
23,77,50,Loamy,Maize,47,9,34,MOP
25,44,30,Sandy,Maize,42,5,44,MOP
35,87,57,Red,Wheat,30,26,40,20-20
21,44,39,Black,Cotton,12,10,44,20-20
37,30,72,Loamy,Wheat,42,35,31,28-28
29,53,65,Sandy,Maize,38,9,11,MOP
36,84,72,Red,Rice,45,15,20,20-20
32,84,64,Sandy,Maize,3,23,14,Urea
37,41,23,Loamy,Cotton,39,20,34,28-28
32,39,39,Sandy,Rice,43,39,2,DAP
36,75,50,Black,Wheat,12,40,1,DAP
24,71,39,Loamy,Wheat,40,35,5,DAP
30,71,30,Red,Maize,8,48,15,Urea
26,81,69,Loamy,Maize,1,41,22,Urea
29,60,20,Red,Ground Nuts,34,44,30,20-20
36,40,63,Red,Wheat,11,22,49,20-20
34,83,37,Loamy,Wheat,16,20,40,20-20
37,45,58,Red,Sugarcane,3,31,29,Urea
38,38,63,Loamy,Cotton,13,16,2,DAP
21,76,52,Black,Sugarcane,20,16,15,20-20
23,43,73,Black,Sugarcane,40,20,3,DAP
22,48,55,Sandy,Wheat,7,3,45,Urea
26,60,37,Black,Ground Nuts,32,22,35,20-20
37,38,66,Red,Cotton,44,24,27,28-28
29,65,50,Sandy,Wheat,27,31,49,20-20
26,82,54,Sandy,Sugarcane,2,5,49,Urea
27,68,58,Loamy,Sugarcane,13,13,49,20-20
25,83,57,Sandy,Wheat,18,40,27,20-20
20,55,34,Loamy,Maize,5,37,2,Urea
23,37,66,Sandy,Maize,35,41,25,20-20
33,53,25,Black,Wheat,19,37,38,20-20
36,37,27,Loamy,Rice,0,40,12,Urea
39,48,59,Red,Rice,9,44,6,Urea
37,76,41,Sandy,Maize,12,15,12,20-20
30,77,20,Black,Cotton,11,31,3,DAP
33,59,77,Black,Ground Nuts,10,15,15,20-20
28,87,32,Loamy,Sugarcane,35,18,27,20-20
34,51,74,Loamy,Cotton,16,36,46,20-20
31,84,43,Loamy,Maize,46,42,12,20-20
29,38,40,Red,Wheat,28,20,41,20-20
38,87,64,Red,Rice,2,14,9,Urea
38,87,62,Red,Maize,28,25,4,DAP
25,73,23,Sandy,Cotton,9,29,35,Urea
39,77,26,Red,Cotton,45,39,18,20-20
25,33,79,Loamy,Ground Nuts,18,14,29,20-20
27,66,31,Black,Maize,3,42,46,Urea
20,37,78,Black,Sugarcane,45,12,40,28-28
36,30,32,Loamy,Cotton,37,26,47,28-28
36,57,73,Red,Sugarcane,11,22,27,20-20
34,35,63,Red,Sugarcane,30,33,30,20-20
26,76,35,Loamy,Wheat,1,33,35,Urea
38,65,25,Black,Maize,48,22,42,28-28
22,82,33,Sandy,Maize,0,43,48,Urea
30,40,70,Black,Sugarcane,16,19,0,DAP
39,34,67,Red,Wheat,24,8,8,DAP
38,79,78,Black,Cotton,4,19,11,Urea
28,53,77,Red,Cotton,47,46,22,28-28
29,76,50,Black,Maize,13,38,11,20-20
21,47,55,Loamy,Sugarcane,9,13,41,Urea
20,49,56,Red,Wheat,20,48,8,DAP
35,57,60,Sandy,Wheat,24,25,25,20-20
37,42,75,Sandy,Cotton,34,26,29,20-20
36,34,54,Loamy,Cotton,2,33,19,Urea
25,59,73,Black,Rice,17,28,15,20-20
33,30,29,Loamy,Rice,49,31,12,20-20
34,51,36,Loamy,Sugarcane,35,40,34,20-20
33,47,70,Sandy,Rice,38,44,49,28-28
22,75,61,Sandy,Wheat,32,4,3,DAP
38,34,49,Red,Rice,47,3,24,MOP
31,60,63,Red,Maize,16,22,12,20-20
21,35,74,Red,Maize,39,20,27,28-28
22,56,26,Loamy,Ground Nuts,5,32,44,Urea
37,85,37,Loamy,Cotton,33,40,11,20-20
20,54,38,Red,Cotton,25,23,23,20-20
39,58,34,Sandy,Sugarcane,41,15,27,28-28
25,57,58,Sandy,Maize,30,31,0,DAP
24,45,63,Black,Ground Nuts,48,18,33,28-28
20,83,41,Red,Sugarcane,27,25,2,DAP
38,82,58,Loamy,Sugarcane,35,2,21,MOP
20,41,61,Black,Rice,12,34,20,20-20
35,49,76,Black,Cotton,20,38,26,20-20
31,47,75,Black,Sugarcane,25,17,20,20-20
27,63,73,Red,Sugarcane,30,6,21,MOP
35,84,79,Red,Cotton,15,31,12,20-20
20,82,49,Red,Cotton,30,23,43,20-20
23,52,39,Sandy,Maize,12,15,15,20-20
29,74,51,Black,Cotton,29,23,45,20-20
30,56,61,Sandy,Rice,31,3,23,MOP
36,78,44,Red,Maize,4,44,45,Urea
26,46,42,Sandy,Ground Nuts,11,31,16,20-20
31,77,24,Sandy,Sugarcane,38,41,4,DAP
26,50,69,Loamy,Rice,40,33,37,28-28
31,79,60,Red,Rice,36,18,41,28-28
34,69,49,Black,Maize,3,13,26,Urea
21,60,67,Red,Sugarcane,41,37,40,28-28
33,32,58,Sandy,Maize,47,12,31,28-28
32,46,76,Red,Wheat,42,21,25,28-28
23,79,46,Red,Wheat,28,30,6,DAP
33,87,76,Loamy,Maize,40,43,35,28-28
33,55,61,Loamy,Sugarcane,4,43,6,Urea
35,52,56,Red,Sugarcane,10,29,42,20-20
26,35,26,Loamy,Cotton,29,22,26,20-20
38,57,24,Sandy,Rice,8,11,37,Urea
21,37,34,Sandy,Maize,48,42,47,28-28
